id,locality,post_code,,
34941,Cecil Plains,4407,,
34942,Cement Mills,4352,,
34943,Centenary Heights,4350,,
34944,Chahpingah,4610,,
34945,Chances Plain,4413,,
34946,Charlestown,4608,,
34947,Charleville,4470,,
34948,Charlton,4350,,
34949,Charlwood,4309,,
34950,Cheepie,4475,,
34951,Chelmsford,4606,,
34952,Cherbourg,4605,,
34953,Cherry Creek,4306,,
34954,Cherry Gully,4370,,
34955,Chinchilla,4413,,
34956,Churchable,4311,,
34957,Churchill,4305,,
34958,Chuwar,4306,,
34959,Clara Creek,4468,,
34960,Clarendon,4311,,
34961,Claverton,4471,,
34962,Clifford,4427,,
34963,Clifford Gardens,4350,,
34964,Clifton,4361,,
34965,Clintonvale,4370,,
34966,Clontarf,4357,,
34967,Cloyna,4605,,
34968,Clumber,4309,,
34969,Coal Creek,4312,,
34970,Coalbank,4352,,
34971,Coalfalls,4305,,
34972,Cobbs Hill,4605,,
34973,Cockatoo,4419,,
34974,Coleyville,4307,,
34975,Colinton,4306,,
34976,College View,4343,,
34977,Collingwood Park,4301,,
34978,Columboola,4415,,
34979,Condamine,4416,,
34980,Condamine Farms,4357,,
34981,Condamine Plains,4352,,
34982,Coochin,4310,,
34983,Cooeeimbardi,4313,,
34984,Coolabunia,4610,,
34985,Cooladdi,4479,,
34986,Coolana,4311,,
34987,Coolmunda,4387,,
34988,Coominya,4311,,
34989,Coomrith,4422,,
34990,Coongoola,4490,,
34991,Coorada,4420,,
34992,Cooyar,4402,,
34993,Corndale,4610,,
34994,Cornwall,4455,,
34995,Cotswold Hills,4350,,
34996,Cottonvale,4375,,
34997,Coulson,4310,,
34998,Coverty,4613,,
34999,Cranley,4350,,
35000,Crawford,4610,,
35001,Cressbrook,4313,,
35002,Cressbrook Creek,4355,,
35003,Croftby,4310,,
35004,Crossdale,4312,,
35005,Crowley Vale,4342,,
35006,Crownthorpe,4605,,
35007,Crows Nest,4355,,
35008,Cunnamulla,4490,,
35009,Cunningham,4370,,
35010,Cushnie,4608,,
35011,Cutella,4352,,
35012,Cuttaburra,4490,,
35013,Cypress Gardens,4357,,
35014,Dajarra,4825,,
35015,Dalby,4405,,
35016,Dalcouth,4380,,
35017,Dalveen,4374,,
35018,Dalwogon,4415,,
35019,Danderoo,4370,,
35020,Dangore,4610,,
35021,Dargal Road,4455,,
35022,Darling Heights,4350,,
35023,Daymar,4497,,
35024,Deebing Heights,4306,,
35025,Derrymore,4352,,
35026,Deuchar,4362,,
35027,Devon Park,4401,,
35028,Dinmore,4303,,
35029,Dirranbandi,4486,,
35030,Djuan,4352,,
35031,Doctor Creek,4352,,
35032,Domville,4357,,
35033,Doomadgee,4830,,
35034,Douglas,4354,,
35035,Drayton,4350,,
35036,Drayton North,4350,,
35037,Drillham,4424,,
35038,Drillham South,4424,,
35039,Duchess,4825,,
35040,Ducklo,4405,,
35041,Dugandan,4310,,
35042,Dulacca,4425,,
35043,Dundas,4306,,
35044,Dunkeld,4465,,
35045,Dunmore,4407,,
35046,Durah,4413,,
35047,Durham Downs,4454,,
35048,Durong,4610,,
35049,Durong South,4610,,
35050,Dynevor,4492,,
35051,East Cooyar,4353,,
35052,East Greenmount,4359,,
35053,East Haldon,4343,,
35054,East Ipswich,4305,,
35055,East Nanango,4615,,
35056,East Toowoomba,4350,,
35057,Eastern Heights,4305,,
35058,Ebbw Vale,4304,,
35059,Ebenezer,4340,,
35060,Egypt,4344,,
35061,Elbow Valley,4370,,
35062,Elgin Vale,4615,,
35063,Ellangowan,4361,,
35064,Ellesmere,4610,,
35065,Ellinthorp,4362,,
35066,Elphinstone,4361,,
35067,Emu Creek,4355,,
35068,Emu Vale,4371,,
35069,England Creek,4306,,
35070,Eromanga,4480,,
35071,Esk,4312,,
35072,Eskdale,4312,,
35073,Eukey,4380,,
35074,Eulo,4491,,
35075,Eumamurrin,4455,,
35076,Euthulla,4455,,
35077,Evanslea,4356,,
35078,Evergreen,4352,,
35079,Fairdale,4606,,
35080,Fairney View,4306,,
35081,Farrars Creek,4481,,
35082,Fassifern,4309,,
35083,Fassifern Valley,4309,,
35084,Felton,4358,,
35085,Felton South,4358,,
35086,Fernvale,4306,,
35087,Ficks Crossing,4606,,
35088,Fielding,4825,,
35089,Fifteen Mile,4352,,
35090,Finnie,4350,,
35091,Fisher,4825,,
35092,Flagstone Creek,4344,,
35093,Fleurbaix,4375,,
35094,Flinders View,4305,,
35095,Flinton,4422,,
35096,Fordsdale,4343,,
35097,Forest Hill,4342,,
35098,Forest Ridge,4357,,
35099,Forestvale,4465,,
35100,Formartin,4404,,
35101,Frazerview,4309,,
35102,Freestone,4370,,
35103,Frenches Creek,4310,,
35104,Fulham,4313,,
35105,Gailes,4300,,
35106,Gatton,4343,,
35107,Gatton College,4345,,
35108,Geham,4352,,
35109,Georgina,4825,,
35110,Ghinghinda,4420,,
35111,Girraween,4382,,
35112,Gladfield,4370,,
35113,Glamorgan Vale,4306,,
35114,Glan Devon,4615,,
35115,Glen Aplin,4381,,
35116,Glen Cairn,4342,,
35117,Glen Esk,4312,,
35118,Glen Niven,4377,,
35119,Glenarbon,4385,,
35120,Glenaubyn,4424,,
35121,Glencoe,4352,,
35122,Glengallan,4370,,
35123,Glenhaughton,4420,,
35124,Glenlyon,4380,,
35125,Glenmorgan,4423,,
35126,Glenore Grove,4342,,
35127,Glenrock,4605,,
35128,Glenvale,4350,,
35129,Goodar,4390,,
35130,Goodger,4610,,
35131,Goodna,4300,,
35132,Googa Creek,4306,,
35133,Goolman,4306,,
35134,Goombungee,4354,,
35135,Goomburra,4362,,
35136,Goondiwindi,4390,,
35137,Goranba,4421,,
35138,Gordonbrook,4610,,
35139,Gore,4352,,
35140,Gowrie Junction,4352,,
35141,Gowrie Little Plain,4352,,
35142,Gowrie Mountain,4350,,
35143,Gowrie Station,4470,,
35144,Grandchester,4340,,
35145,Grantham,4347,,
35146,Grapetree,4352,,
35147,Grassdale,4405,,
35148,Grays Gate,4357,,
35149,Greenlands,4380,,
35150,Greenmount,4359,,
35151,Greenup,4387,,
35152,Greenview,4606,,
35153,Greenwood,4401,,
35154,Gregors Creek,4313,,
35155,Gregory,4830,,
35156,Gregory Downs,4830,,
35157,Greymare,4370,,
35158,Groomsville,4352,,
35159,Grosmont,4419,,
35160,Guluguba,4418,,
35161,Gunnewin,4455,,
35162,Gunpowder,4825,,
35163,Gurulmundi,4415,,
35164,Gwambegwine,4420,,
35165,Haden,4353,,
35166,Haigslea,4306,,
35167,Haly Creek,4610,,
35168,Hampton,4352,,
35169,Hannaford,4406,,
35170,Happy Valley,4825,,
35171,Harlaxton,4350,,
35172,Harlin,4306,,
35173,Harristown,4350,,
35174,Harrisville,4307,,
35175,Hatton Vale,4341,,
35176,Headington Hill,4361,,
35177,Healy,4825,,
35178,Hebel,4486,,
35179,Helidon,4344,,
35180,Helidon Spa,4344,,
35181,Hendon,4362,,
35182,Highfields,4352,,
35183,Highgrove,4352,,
35184,Highland Plains,4401,,
35185,Highland Plains,4454,,
35186,Hirstglen,4359,,
35187,Hivesville,4612,,
35188,Hodgleigh,4610,,
35189,Hodgson,4455,,
35190,Hodgson Vale,4352,,
35191,Hookswood,4415,,
35192,Hopeland,4413,,
35193,Hornet Bank,4420,,
35194,Hoya,4310,,
35195,Humeburn,4490,,
35196,Hungerford,4493,,
35197,Hutton Creek,4454,,
35198,Inglestone,4422,,
35199,Inglewood,4387,,
35200,Ingoldsby,4343,,
35201,Injune,4454,,
35202,Inverlaw,4610,,
35203,Ipswich,4305,,
35204,Iredale,4344,,
35205,Ironbark,4306,,
35206,Irongate,4356,,
35207,Ironpot,4610,,
35208,Irvingdale,4404,,
35209,Ivory Creek,4313,,
35210,Jackson,4426,,
35211,Jackson North,4426,,
35212,Jackson South,4426,,
35213,Jandowae,4410,,
35214,Jeebropilly,4340,,
35215,Jimbour,4406,,
35216,Jobs Gate,4490,,
35217,Johnstown,4615,,
35218,Jondaryan,4403,,
35219,Jones Gully,4355,,
35220,Junabee,4370,,
35221,Junction View,4343,,
35222,Kaimkillenbun,4406,,
35223,Kalbar,4309,,
35224,Kalkadoon,4825,,
35225,Karalee,4306,,
35226,Karana Downs,4306,,
35227,Karara,4352,,
35228,Karrabin,4306,,
35229,Kawl Kawl,4612,,
35230,Kearneys Spring,4350,,
35231,Kelvinhaugh,4401,,
35232,Kensington Grove,4341,,
35233,Kents Lagoon,4309,,
35234,Kents Pocket,4310,,
35235,Kentville,4341,,
35236,Keysland,4612,,
35237,Kholo,4306,,
35238,Kilbirnie,4354,,
35239,Killarney,4373,,
35240,Kincora,4356,,
35241,Kindon,4390,,
35242,Kingaroy,4610,,
35243,Kings Creek,4361,,
35244,Kingsthorpe,4400,,
35245,Kinleymore,4613,,
35246,Kioma,4498,,
35247,Kitoba,4605,,
35248,Kleinton,4352,,
35249,Kogan,4406,,
35250,Kooralgin,4402,,
35251,Kooroongarra,4357,,
35252,Kowguran,4415,,
35253,Kulgun,4309,,
35254,Kulpi,4352,,
35255,Kumbia,4610,,
35256,Kunioon,4615,,
35257,Kurrowah,4352,,
35258,Kurumbul,4388,,
35259,Kyoomba,4380,,
35260,Laidley,4341,,
35261,Laidley Creek West,4341,,
35262,Laidley Heights,4341,,
35263,Laidley North,4341,,
35264,Laidley South,4341,,
35265,Lake Clarendon,4343,,
35266,Lake Manchester,4306,,
35267,Lanefield,4340,,
35268,Langlo,4470,,
35269,Lansdowne,4478,,
35270,Lanskey,4825,,
35271,Lark Hill,4306,,
35272,Lavelle,4357,,
35273,Lawes,4343,,
35274,Lawn Hill,4825,,
35275,Leafdale,4606,,
35276,Lefthand Branch,4343,,
35277,Leichhardt,4305,,
35278,Lemontree,4357,,
35279,Leslie,4370,,
35280,Leslie Dam,4370,,
35281,Leyburn,4365,,
35282,Lilydale,4344,,
35283,Lilyvale,4352,,
35284,Limestone Ridges,4305,,
35285,Limevale,4384,,
35286,Linden,4490,,
35287,Linthorpe,4356,,
35288,Linville,4306,,
35289,Loch Lomond,4370,,
35290,Lockrose,4342,,
35291,Lockyer,4344,,
35292,Lockyer Waters,4311,,
35293,Lower Cressbrook,4313,,
35294,Lower Mount Walker,4340,,
35295,Lower Tenthill,4343,,
35296,Lowood,4311,,
35297,Lumeah,4478,,
35298,Lundavra,4390,,
35299,Lynford,4342,,
35300,Lyra,4352,,
35301,Ma Ma Creek,4347,,
35302,Macalister,4406,,
35303,Macfarlane,4478,,
35304,Maclagan,4352,,
35305,Maidenhead,4385,,
35306,Maidenwell,4615,,
35307,Malling,4352,,
35308,Malu,4403,,
35309,Manapouri,4361,,
35310,Mannuem,4610,,
35311,Manyung,4605,,
35312,Marburg,4346,,
35313,Marmadua,4405,,
35314,Maroon,4310,,
35315,Marshlands,4611,,
35316,Maryvale,4370,,
35317,Massie,4370,,
35318,Meandarra,4422,,
35319,Melrose,4613,,
35320,Memerambi,4610,,
35321,Menzies,4825,,
35322,Meringandan,4352,,
35323,Meringandan West,4352,,
35324,Merlwood,4605,,
35325,Merritts Creek,4352,,
35326,Merryvale,4340,,
35327,Mica Creek,4825,,
35328,Middle Ridge,4350,,
35329,Milbong,4310,,
35330,Miles,4415,,
35331,Miles End,4825,,
35332,Milford,4310,,
35333,Millmerran,4357,,
35334,Millmerran Downs,4357,,
35335,Millmerran Woods,4357,,
35336,Millwood,4357,,
35337,Milora,4309,,
35338,Min Min,4829,,
35339,Minden,4311,,
35340,Mingoola,4380,,
35341,Minnie Downs,4478,,
35342,Missen Flat,4361,,
35343,Mitchell,4465,,
35344,Moffatdale,4605,,
35345,Mondure,4611,,
35346,Montrose,4370,,
35347,Montrose,4413,,
35348,Mooga,4455,,
35349,Moogerah,4309,,
35350,Moombra,4312,,
35351,Moondooner,4605,,
35352,Moonie,4406,,
35353,Moorang,4340,,
35354,Moore,4306,,
35355,Moores Pocket,4305,,
35356,Moraby,4416,,
35357,Morgan Park,4370,,
35358,Mornington,4825,,
35359,Morton Vale,4343,,
35360,Morven,4468,,
35361,Morwincha,4309,,
35362,Mosquito Creek,4387,,
35363,Motley,4356,,
35364,Mount Abundance,4455,,
35365,Mount Alford,4310,,
35366,Mount Beppo,4313,,
35367,Mount Berryman,4341,,
35368,Mount Bindango,4455,,
35369,Mount Binga,4306,,
35370,Mount Byron,4312,,
35371,Mount Colliery,4370,,
35372,Mount Crosby,4306,,
35373,Mount Edwards,4309,,
35374,Mount Emlyn,4357,,
35375,Mount Enniskillen,4472,,
35376,Mount Forbes,4340,,
35377,Mount French,4310,,
35378,Mount Hallen,4312,,
35379,Mount Hutton,4454,,
35380,Mount Irving,4401,,
35381,Mount Isa,4825,,
35382,Mount Isa East,4825,,
35383,Mount Kynoch,4350,,
35384,Mount Lofty,4350,,
35385,Mount Luke,4352,,
35386,Mount Marrow,4306,,
35387,Mount Marshall,4362,,
35388,Mount McEuen,4606,,
35389,Mount Molar,4361,,
35390,Mount Moriah,4403,,
35391,Mount Mort,4340,,
35392,Mount Rascal,4350,,
35393,Mount Stanley,4306,,
35394,Mount Sylvia,4343,,
35395,Mount Tabor,4370,,
35396,Mount Tarampa,4311,,
35397,Mount Tully,4380,,
35398,Mount Tyson,4356,,
35399,Mount Walker,4340,,
35400,Mount Walker West,4340,,
35401,Mount Whitestone,4347,,
35402,Mountain Camp,4355,,
35403,Mp Creek,4606,,
35404,Muckadilla,4461,,
35405,Muirlea,4306,,
35406,Muldu,4401,,
35407,Mulgowie,4341,,
35408,Munbilla,4309,,
35409,Mungallala,4467,,
35410,Muniganeen,4352,,
35411,Murgon,4605,,
35412,Murphys Creek,4352,,
35413,Murrays Bridge,4370,,
35414,Murrumba,4312,,
35415,Murweh,4470,,
35416,Mutdapilly,4307,,
35417,Myall Park,4415,,
35418,Nanango,4615,,
35419,Nangram,4416,,
35420,Nangwee,4407,,
35421,Nardoo Siding,4471,,
35422,Narko,4352,,
35423,Nebine,4488,,
35424,Neumgna,4614,,
35425,Nevilton,4361,,
35426,New Chum,4303,,
35427,Newtown,4305,,
35428,Newtown,4350,,
35429,Nicholson,4830,,
35430,Nobby,4360,,
35431,Nockatunga,4492,,
35432,Noorama,4490,,
35433,Noorindoo,4417,,
35434,Norley,4492,,
35435,North Booval,4304,,
35436,North Branch,4356,,
35437,North Branch,4370,,
35438,North Bungunya,4494,,
35439,North Ipswich,4305,,
35440,North Maclagan,4352,,
35441,North Talwood,4496,,
35442,North Tivoli,4305,,
35443,North Toowoomba,4350,,
35444,Norwin,4356,,
35445,Nukku,4306,,
35446,Nundubbermere,4380,,
35447,Nutgrove,4352,,
35448,Oakdale,4605,,
35449,Oakey,4401,,
35450,Oberina,4417,,
35451,Obum Obum,4309,,
35452,Okeden,4613,,
35453,Oman Ama,4352,,
35454,One Mile,4305,,
35455,Orallo,4455,,
35456,Orange Hill,4455,,
35457,Ottaba,4313,,
35458,Pampas,4352,,
35459,Parknook,4417,,
35460,Parkside,4825,,
35461,Patrick Estate,4311,,
35462,Peak Crossing,4306,,
35463,Pechey,4352,,
35464,Peek-A-Doo,4420,,
35465,Pelham,4415,,
35466,Peranga,4352,,
35467,Perseverance,4352,,
35468,Pickanjinnie,4428,,
35469,Pierces Creek,4355,,
35470,Pikedale,4380,,
35471,Pikes Creek,4380,,
35472,Pilton,4361,,
35473,Pimpimbudgee,4615,,
35474,Pine Hills,4416,,
35475,Pine Mountain,4306,,
35476,Pinelands,4355,,
35477,Pioneer,4825,,
35478,Pirrinuan,4405,,
35479,Pittsworth,4356,,
35480,Piturie,4825,,
35481,Placid Hills,4343,,
35482,Plainby,4355,,
35483,Plainland,4341,,
35484,Pony Hills,4454,,
35485,Postmans Ridge,4352,,
35486,Pozieres,4352,,
35487,Pratten,4370,,
35488,Prenzlau,4311,,
35489,Preston,4352,,
35490,Prince Henry Heights,4350,,
35491,Proston,4613,,
35492,Punchs Creek,4357,,
35493,Purga,4306,,
35494,Purrawunda,4356,,
35495,Quilpie,4480,,
35496,Quinalow,4403,,
35497,Raceview,4305,,
35498,Radford,4307,,
35499,Ramsay,4358,,
35500,Rangemore,4352,,
35501,Ranges Bridge,4405,,
35502,Rangeville,4350,,
35503,Ranken,4825,,
35504,Ravensbourne,4352,,
35505,Redbank,4301,,
35506,Redbank Creek,4312,,
35507,Redbank Plains,4301,,
35508,Redford,4467,,
35509,Redgate,4605,,
35510,Redwood,4350,,
35511,Regency Downs,4341,,
35512,Rifle Range,4311,,
35513,Ringwood,4343,,
35514,Ripley,4306,,
35515,Riversleigh,4470,,
35516,Riverton,4385,,
35517,Riverview,4303,,
35518,Roadvale,4310,,
35519,Rockmount,4344,,
35520,Rockside,4343,,
35521,Rockville,4350,,
35522,Rocky Creek,4357,,
35523,Rodgers Creek,4370,,
35524,Roma,4455,,
35525,Ropeley,4343,,
35526,Rosalie Plains,4401,,
35527,Rosehill,4370,,
35528,Rosenthal Heights,4370,,
35529,Rosevale,4340,,
35530,Rosewood,4340,,
35531,Rossvale,4356,,
35532,Runnymede,4615,,
35533,Ryan,4825,,
35534,Ryeford,4361,,
35535,Sabine,4401,,
35536,Sadliers Crossing,4305,,
35537,Sandy Camp,4361,,
35538,Sandy Ridges,4615,,
35539,Scrub Creek,4313,,
35540,Scrubby Creek,4478,,
35541,Scrubby Mountain,4356,,
35542,Seventeen Mile,4344,,
35543,Severnlea,4352,,
35544,Silkstone,4304,,
35545,Silver Ridge,4352,,
35546,Silver Spur,4385,,
35547,Silverdale,4307,,
35548,Silverleaf,4605,,
35549,Silverleigh,4401,,
35550,Silverwood,4370,,
35551,Simmie,4454,,
35552,Sladevale,4370,,
35553,Smithlea,4385,,
35554,Soldiers Hill,4825,,
35555,Somerset Dam,4312,,
35556,Somme,4382,,
35557,South East Nanango,4615,,
35558,South Nanango,4615,,
35559,South Ripley,4306,,
35560,South Talwood,4496,,
35561,South Toowoomba,4350,,
35562,Southbrook,4363,,
35563,Southwood,4406,,
35564,Speedwell,4613,,
35565,Split Yard Creek,4306,,
35566,Spreadborough,4825,,
35567,Spring Bluff,4352,,
35568,Spring Creek,4343,,
35569,Spring Creek,4361,,
35570,Spring Creek,4420,,
35571,Springdale,4380,,
35572,Springfield,4300,,
35573,Springfield Lakes,4300,,
35574,Springside,4356,,
35575,St Aubyn,4352,,
35576,St George,4487,,
35577,St Helens,4356,,
35578,St Ruth,4405,,
35579,Stalworth,4613,,
35580,Stanthorpe,4380,,
35581,Stockyard,4344,,
35582,Stonehenge,4357,,
35583,Stonelands,4612,,
35584,Stoneleigh,4356,,
35585,Storm King,4380,,
35586,Sturt,4829,,
35587,Sugarloaf,4380,,
35588,Summerholm,4341,,
35589,Sunny Nook,4605,,
35590,Sunnyside,4416,,
35591,Sunset,4825,,
35592,Surat,4417,,
35593,Swan Creek,4370,,
35594,Swanbank,4306,,
35595,Swanfels,4371,,
35596,Taabinga,4610,,
35597,Taabinga Village,4610,,
35598,Tablelands,4605,,
35599,Talgai,4362,,
35600,Tallegalla,4340,,
35601,Talwood,4496,,
35602,Tambo,4478,,
35603,Tanbar,4481,,
35604,Tannymorel,4372,,
35605,Tara,4421,,
35606,Tarampa,4311,,
35607,Tarawera,4494,,
35608,Tarome,4309,,
35609,Taromeo,4306,,
35610,Tarong,4615,,
35611,Taroom,4420,,
35612,Teelah,4306,,
35613,Teelba,4423,,
35614,Templin,4310,,
35615,Terrica,4387,,
35616,Teviotville,4309,,
35617,Texas,4385,,
35618,Thagoona,4306,,
35619,Thallon,4497,,
35620,Thane,4370,,
35621,Thanes Creek,4370,,
35622,Thargomindah,4492,,
35623,The Bluff,4340,,
35624,The Bluff,4355,,
35625,The Falls,4373,,
35626,The Gap,4825,,
35627,The Glen,4370,,
35628,The Gums,4406,,
35629,The Head,4373,,
35630,The Hermitage,4370,,
35631,The Monument,4825,,
35632,The Pines,4357,,
35633,The Summit,4377,,
35634,Thorndale,4380,,
35635,Thornton,4341,,
35636,Thornville,4352,,
35637,Thulimbah,4376,,
35638,Tingoora,4608,,
35639,Tingun,4455,,
35640,Tipton,4405,,
35641,Tivoli,4305,,
35642,Toko,4829,,
35643,Toobeah,4498,,
35644,Toogoolawah,4313,,
35645,Toolburra,4370,,
35646,Toowoomba,4350,,
35647,Toowoomba,4352,,
35648,Toowoomba East,4350,,
35649,Toowoomba South,4350,,
35650,Toowoomba Village Fair,4350,,
35651,Toowoomba West,4350,,
35652,Top Camp,4350,,
35653,Torrington,4350,,
35654,Townson,4341,,
35655,Townview,4825,,
35656,Tregony,4370,,
35657,Tuen,4490,,
35658,Tummaville,4352,,
35659,Turallin,4357,,
35660,Tyrconnel,4467,,
35661,Umbiram,4352,,
35662,Upper Cooyar Creek,4402,,
35663,Upper Dawson,4454,,
35664,Upper Flagstone,4344,,
35665,Upper Freestone,4370,,
35666,Upper Lockyer,4352,,
35667,Upper Pilton,4361,,
35668,Upper Pinelands,4355,,
35669,Upper Tenthill,4343,,
35670,Upper Warrego,4477,,
35671,Upper Wheatvale,4370,,
35672,Upper Yarraman,4614,,
35673,V Gate,4465,,
35674,Vale View,4352,,
35675,Veradilla,4347,,
35676,Vernor,4306,,
35677,Victoria Hill,4361,,
35678,Vinegar Hill,4343,,
35679,Wainui,4404,,
35680,Wallaces Creek,4310,,
35681,Wallangarra,4383,,
35682,Walloon,4306,,
35683,Wallumbilla,4428,,
35684,Wallumbilla North,4428,,
35685,Wallumbilla South,4428,,
35686,Wandoan,4419,,
35687,Wanora,4306,,
35688,Warenda,4829,,
35689,Warkon,4417,,
35690,Warnung,4605,,
35691,Warra,4411,,
35692,Warrill View,4307,,
35693,Warroo,4387,,
35694,Warwick,4370,,
35695,Washpool,4309,,
35696,Watsons Crossing,4385,,
35697,Wattle Camp,4615,,
35698,Wattle Grove,4610,,
35699,Wattle Ridge,4357,,
35700,Waverley,4825,,
35701,Weengallon,4497,,
35702,Weir River,4406,,
35703,Wellcamp,4350,,
35704,Wellesley,4417,,
35705,Wengenville,4615,,
35706,Weranga,4405,,
35707,Weribone,4417,,
35708,West Amberley,4306,,
35709,West Haldon,4359,,
35710,West Ipswich,4305,,
35711,West Prairie,4403,,
35712,Westbrook,4350,,
35713,Western Creek,4357,,
35714,Westgrove,4454,,
35715,Westmar,4422,,
35716,Wheatlands,4606,,
35717,Wheatvale,4370,,
35718,Whetstone,4387,,
35719,Whichello,4352,,
35720,White Mountain,4352,,
35721,White Rock,4306,,
35722,Widgeegoara,4490,,
35723,Wieambilla,4413,,
35724,Wigton,4612,,
35725,Wildash,4370,,
35726,Wilkesdale,4608,,
35727,Willowbank,4306,,
35728,Willowvale,4370,,
35729,Wills,4829,,
35730,Wilsons Plains,4307,,
35731,Wilsonton,4350,,
35732,Wilsonton Heights,4350,,
35733,Windera,4605,,
35734,Windeyer,4478,,
35735,Windorah,4481,,
35736,Winston,4825,,
35737,Winwill,4347,,
35738,Withcott,4352,,
35739,Wivenhoe Hill,4311,,
35740,Wivenhoe Pocket,4306,,
35741,Wiyarra,4370,,
35742,Womalilla,4465,,
35743,Womina,4370,,
35744,Wondai,4606,,
35745,Wondalli,4390,,
35746,Woodbine,4343,,
35747,Woodend,4305,,
35748,Woodlands,4343,,
35749,Woodleigh,4352,,
35750,Woolmer,4352,,
35751,Woolooman,4310,,
35752,Woolshed,4340,,
35753,Woondul,4357,,
35754,Wooroolin,4608,,
35755,Wooroonden,4605,,
35756,Wulkuraka,4305,,
35757,Wutul,4352,,
35758,Wyaga,4390,,
35759,Wyalla,4615,,
35760,Wyalla Plaza,4350,,
35761,Wyandra,4489,,
35762,Wyaralong,4310,,
35763,Wyberba,4382,,
35764,Wycombe,4455,,
35765,Wyreema,4352,,
35766,Yagaburne,4390,,
35767,Yalangur,4352,,
35768,Yamanto,4305,,
35769,Yandarlo,4478,,
35770,Yandilla,4352,,
35771,Yangan,4371,,
35772,Yargullen,4401,,
35773,Yarraman,4614,,
35774,Yarranlea,4356,,
35775,Yelarbon,4388,,
35776,Yimbun,4313,,
35777,Yowah,4490,,
35778,Yulabilla,4416,,
35779,Yuleba,4427,,
35780,Yuleba North,4427,,
35781,Yuleba South,4427,,
35782,Acacia Ridge,4110,,
35783,Algester,4115,,
35784,Annerley,4103,,
35785,Archerfield,4108,,
35786,Boronia Heights,4124,,
35787,Brisbane Market,4106,,
35788,Browns Plains,4118,,
35789,Buranda,4102,,
35790,Calamvale,4116,,
35791,Chambers Flat,4133,,
35792,Coopers Plains,4108,,
35793,Coorparoo,4151,,
35794,Corinda,4075,,
35795,Crestmead,4132,,
35796,Darra,4076,,
35797,Doolandella,4077,,
35798,Drewvale,4116,,
35799,Durack,4077,,
35800,Dutton Park,4102,,
35801,East Brisbane,4169,,
35802,Eight Mile Plains,4113,,
35803,Ellen Grove,4078,,
35804,Fairfield,4103,,
35805,Fairfield Gardens,4103,,
35806,Forest Lake,4078,,
35807,Forestdale,4118,,
35808,Graceville,4075,,
35809,Graceville East,4075,,
35810,Greenbank,4124,,
35811,Greenslopes,4120,,
35812,Heathwood,4110,,
35813,Heritage Park,4118,,
35814,Highgate Hill,4101,,
35815,Hillcrest,4118,,
35816,Inala,4077,,
35817,Inala East,4077,,
35818,Inala Heights,4077,,
35819,Jamboree Heights,4074,,
35820,Jimboomba,4280,,
35821,Jindalee,4074,,
35822,Kangaroo Point,4169,,
35823,Kuraby,4112,,
35824,Larapinta,4110,,
35825,Logan Reserve,4133,,
35826,Lyons,4124,,
35827,Macgregor,4109,,
35828,Marsden,4132,,
35829,Middle Park,4074,,
35830,Moorooka,4105,,
35831,Mount Ommaney,4074,,
35832,Munruben,4125,,
35833,Nathan,4111,,
35834,New Beith,4124,,
35835,North Maclean,4280,,
35836,Oxley,4075,,
35837,Pallara,4110,,
35838,Park Ridge,4125,,
35839,Park Ridge South,4125,,
35840,Parkinson,4115,,
35841,Regents Park,4118,,
35842,Richlands,4077,,
35843,Riverhills,4074,,
35844,Robertson,4109,,
35845,Rocklea,4106,,
35846,Runcorn,4113,,
35847,Salisbury,4107,,
35848,Salisbury East,4107,,
35849,Seventeen Mile Rocks,4073,,
35850,Sherwood,4075,,
35851,Sinnamon Park,4073,,
35852,South Brisbane,4101,,
35853,South Maclean,4280,,
35854,Spring Mountain,4124,,
35855,Stockleigh,4280,,
35856,Stones Corner,4120,,
35857,Stretton,4116,,
35858,Sumner,4074,,
35859,Sumner Park,4074,,
35860,Sunnybank,4109,,
35861,Sunnybank Hills,4109,,
35862,Sunnybank South,4109,,
35863,Tennyson,4105,,
35864,Wacol,4076,,
35865,Waterford,4133,,
35866,Waterford West,4133,,
35867,West End,4101,,
35868,Westlake,4074,,
35869,Willawong,4110,,
35870,Woolloongabba,4102,,
35871,Yeerongpilly,4105,,
35872,Yeronga,4104,,
35873,Alberton,4207,,
35874,Alexandra Hills,4161,,
35875,Amity,4183,,
35876,Amity Point,4183,,
35877,Bahrs Scrub,4207,,
35878,Balmoral,4171,,
35879,Bannockburn,4207,,
35880,Beenleigh,4207,,
35881,Belivah,4207,,
35882,Belmont,4153,,
35883,Berrinba,4117,,
35884,Bethania,4205,,
35885,Birkdale,4159,,
35886,Buccan,4207,,
35887,Bulimba,4171,,
35888,Burbank,4156,,
35889,Camp Hill,4152,,
35890,Cannon Hill,4170,,
35891,Capalaba,4157,,
35892,Capalaba West,4157,,
35893,Carbrook,4130,,
35894,Carina,4152,,
35895,Carina Heights,4152,,
35896,Carindale,4152,,
35897,Cedar Creek,4207,,
35898,Chandler,4155,,
35899,Cleveland,4163,,
35900,Coochiemudlo Island,4184,,
35901,Coomera,4209,,
35902,Cornubia,4130,,
35903,Daisy Hill,4127,,
35904,Dunwich,4183,,
35905,Eagleby,4207,,
35906,Edens Landing,4207,,
35907,Gilberton,4208,,
35908,Gumdale,4154,,
35909,Hawthorne,4171,,
35910,Hemmant,4174,,
