id,locality,post_code,,
40101,Mount Bruno,3675,,
40102,Mount Buffalo,3740,,
40103,Mount Buller,3723,,
40104,Mount Bute,3324,,
40105,Mount Camel,3523,,
40106,Mount Cameron,3370,,
40107,Mount Cole,3377,,
40108,Mount Cole Creek,3377,,
40109,Mount Doran,3334,,
40110,Mount Eccles,3953,,
40111,Mount Eccles South,3953,,
40112,Mount Franklin,3461,,
40113,Mount Glasgow,3371,,
40114,Mount Hooghly,3472,,
40115,Mount Hotham,3741,,
40116,Mount Lonarch,3468,,
40117,Mount Major,3646,,
40118,Mount Moriac,3240,,
40119,Mount Napier,3301,,
40120,Mount Prospect,3364,,
40121,Mount Richmond,3305,,
40122,Mount Sabine,3236,,
40123,Mount Scobie,3620,,
40124,Mount Taylor,3875,,
40125,Mount Wallace,3342,,
40126,Mountain Bay,3723,,
40127,Mountain View,3988,,
40128,Moutajup,3294,,
40129,Moyarra,3951,,
40130,Moyhu,3732,,
40131,Moyreisk,3467,,
40132,Moyston,3377,,
40133,Muckatah,3644,,
40134,Muckleford,3451,,
40135,Muckleford South,3462,,
40136,Mudgegonga,3737,,
40137,Mumbannar,3304,,
40138,Mundoona,3635,,
40139,Munro,3862,,
40140,Muntham,3315,,
40141,Murchison,3610,,
40142,Murchison East,3610,,
40143,Murchison North,3610,,
40144,Murgheboluc,3221,,
40145,Murmungee,3747,,
40146,Murnungin,3544,,
40147,Murra Warra,3401,,
40148,Murrabit,3579,,
40149,Murrabit West,3579,,
40150,Murrawee,3586,,
40151,Murraydale,3586,,
40152,Murrayville,3512,,
40153,Murrindal,3885,,
40154,Murrindindi,3717,,
40155,Murroon,3243,,
40156,Murtoa,3390,,
40157,Musk,3461,,
40158,Musk Vale,3461,,
40159,Muskerry,3557,,
40160,Muskerry East,3557,,
40161,Myall,3579,,
40162,Myamyn,3304,,
40163,Myrrhee,3732,,
40164,Myrtle Creek,3444,,
40165,Myrtlebank,3851,,
40166,Myrtleford,3736,,
40167,Myrtleford,3737,,
40168,Mysia,3518,,
40169,Mystic Park,3579,,
40170,Mywee,3641,,
40171,Nagambie,3608,,
40172,Nalangil,3249,,
40173,Nalinga,3646,,
40174,Nambrok,3847,,
40175,Nandaly,3533,,
40176,Nangeela,3312,,
40177,Nangiloc,3494,,
40178,Nanneella,3561,,
40179,Nar Nar Goon,3812,,
40180,Nar Nar Goon North,3812,,
40181,Nareeb,3293,,
40182,Nareen,3315,,
40183,Nareewillock,3525,,
40184,Nariel Valley,3707,,
40185,Naring,3636,,
40186,Naringal,3277,,
40187,Naringal East,3277,,
40188,Naroghid,3266,,
40189,Narracan,3824,,
40190,Narraport,3483,,
40191,Narrapumelap South,3293,,
40192,Narrawong,3285,,
40193,Narrung,3597,,
40194,Nathalia,3638,,
40195,Natimuk,3409,,
40196,Natte Yallock,3465,,
40197,Natya,3597,,
40198,Navarre,3384,,
40199,Nayook,3832,,
40200,Neds Corner,3496,,
40201,Neereman,3463,,
40202,Neerim,3831,,
40203,Neerim East,3831,,
40204,Neerim Junction,3832,,
40205,Neerim North,3832,,
40206,Neerim South,3831,,
40207,Neilborough,3570,,
40208,Nelson,3292,,
40209,Nerrena,3953,,
40210,Nerring,3373,,
40211,Netherby,3418,,
40212,Neuarpurr,3413,,
40213,Newbury,3458,,
40214,Newfield,3268,,
40215,Newhaven,3925,,
40216,Newlands Arm,3875,,
40217,Newlyn,3364,,
40218,Newlyn North,3364,,
40219,Newmerella,3886,,
40220,Newry,3859,,
40221,Newstead,3462,,
40222,Nhill,3418,,
40223,Nichols Point,3501,,
40224,Nicholson,3882,,
40225,Nillahcootie,3723,,
40226,Nilma,3821,,
40227,Nilma North,3821,,
40228,Ninda,3533,,
40229,Nine Mile,3518,,
40230,Ninyeunook,3527,,
40231,Nirranda,3268,,
40232,Nirranda East,3268,,
40233,Nirranda South,3268,,
40234,Noojee,3833,,
40235,Noorat,3265,,
40236,Noorat East,3265,,
40237,Noorinbee,3890,,
40238,Noorinbee North,3890,,
40239,Noradjuha,3409,,
40240,Normanville,3579,,
40241,Norong,3682,,
40242,Norong,3685,,
40243,North Blackwood,3458,,
40244,North Wangaratta,3678,,
40245,North Wonthaggi,3995,,
40246,Northwood,3660,,
40247,Norval,3377,,
40248,Nowa Nowa,3887,,
40249,Nowhere Creek,3469,,
40250,Nowie,3585,,
40251,Nug Nug,3737,,
40252,Nuggetty,3463,,
40253,Nullawarre,3268,,
40254,Nullawarre North,3268,,
40255,Nullawil,3529,,
40256,Numurkah,3636,,
40257,Nungurner,3909,,
40258,Nunniong,3896,,
40259,Nuntin,3860,,
40260,Nurcoung,3401,,
40261,Nurrabiel,3401,,
40262,Nurran,3888,,
40263,Nyah,3594,,
40264,Nyah West,3595,,
40265,Nyarrin,3533,,
40266,Nyerimilang,3909,,
40267,Nyora,3987,,
40268,Nyrraby,3585,,
40269,Oakvale,3540,,
40270,Ocean Grange,3880,,
40271,Ocean Grove,3226,,
40272,Ombersley,3241,,
40273,Omeo,3898,,
40274,Omeo Valley,3888,,
40275,Ondit,3249,,
40276,Orbost,3888,,
40277,Orford,3284,,
40278,Orrvale,3631,,
40279,Osbornes Flat,3691,,
40280,Outtrim,3951,,
40281,Ouyen,3490,,
40282,Ovens,3738,,
40283,Oxley,3678,,
40284,Oxley Flats,3678,,
40285,Ozenkadnook,3413,,
40286,Paaratte,3268,,
40287,Panmure,3265,,
40288,Paradise,3381,,
40289,Paradise Beach,3851,,
40290,Paraparap,3240,,
40291,Paschendale,3315,,
40292,Pastoria,3444,,
40293,Pastoria East,3444,,
40294,Patchewollock,3491,,
40295,Patho,3564,,
40296,Patho West,3564,,
40297,Patyah,3318,,
40298,Paynesville,3880,,
40299,Pearsondale,3851,,
40300,Peechelba,3678,,
40301,Peechelba East,3678,,
40302,Pelluebla,3727,,
40303,Pennyroyal,3235,,
40304,Penshurst,3289,,
40305,Pental Island,3586,,
40306,Percydale,3478,,
40307,Perkins Reef,3463,,
40308,Peronne,3413,,
40309,Perry Bridge,3862,,
40310,Peterborough,3270,,
40311,Petticoat Creek,3233,,
40312,Piangil,3597,,
40313,Piavella,3572,,
40314,Picola,3639,,
40315,Picola West,3639,,
40316,Piedmont,3833,,
40317,Pier Milan,3533,,
40318,Pigeon Ponds,3407,,
40319,Pimpinio,3401,,
40320,Pine Grove,3573,,
40321,Pine Grove East,3573,,
40322,Pine Lodge,3631,,
40323,Pine Mountain,3709,,
40324,Pine View,3579,,
40325,Pioneer Bay,3984,,
40326,Pipers Creek,3444,,
40327,Pira,3585,,
40328,Piries,3723,,
40329,Pirron Yallock,3249,,
40330,Pittong,3360,,
40331,Point Lonsdale,3225,,
40332,Polisbet,3585,,
40333,Pomborneit,3260,,
40334,Pomborneit East,3249,,
40335,Pomborneit North,3260,,
40336,Pomonal,3381,,
40337,Pompapiel,3571,,
40338,Poolaijelo,3312,,
40339,Poowong,3988,,
40340,Poowong East,3988,,
40341,Poowong North,3988,,
40342,Porcupine Flat,3463,,
40343,Porcupine Ridge,3461,,
40344,Porepunkah,3740,,
40345,Port Albert,3971,,
40346,Port Campbell,3269,,
40347,Port Fairy,3284,,
40348,Port Franklin,3964,,
40349,Port Welshpool,3965,,
40350,Portarlington,3223,,
40351,Portland,3305,,
40352,Portland North,3305,,
40353,Portland West,3305,,
40354,Pound Creek,3996,,
40355,Powers Creek,3312,,
40356,Powlett Plains,3517,,
40357,Powlett River,3995,,
40358,Prairie,3572,,
40359,Pranjip,3666,,
40360,Princetown,3269,,
40361,Pura Pura,3271,,
40362,Purdeet,3289,,
40363,Purnim,3278,,
40364,Purnim West,3278,,
40365,Pyalong,3521,,
40366,Pyramid Hill,3575,,
40367,Quambatook,3540,,
40368,Quantong,3401,,
40369,Queenscliff,3225,,
40370,Queensferry,3984,,
40371,Raglan,3373,,
40372,Rainbow,3424,,
40373,Ranceby,3951,,
40374,Rathscar,3465,,
40375,Rathscar West,3465,,
40376,Ravenswood,3453,,
40377,Ravenswood South,3453,,
40378,Raymond Island,3880,,
40379,Raywood,3570,,
40380,Red Bluff,3695,,
40381,Red Cliffs,3496,,
40382,Red Lion,3371,,
40383,Redbank,3478,,
40384,Redcastle,3523,,
40385,Redesdale,3444,,
40386,Reedy Creek,3658,,
40387,Reedy Creek,3895,,
40388,Reedy Dam,3395,,
40389,Reedy Lake,3579,,
40390,Reynard,3858,,
40391,Rheola,3517,,
40392,Rhyll,3923,,
40393,Rhymney,3377,,
40394,Riachella,3385,,
40395,Rich Avon,3480,,
40396,Rich Avon East,3480,,
40397,Rich Avon West,3480,,
40398,Richmond Plains,3518,,
40399,Riggs Creek,3666,,
40400,Ripponhurst,3286,,
40401,Riverside,3401,,
40402,Riverslea,3860,,
40403,Robertsons Beach,3971,,
40404,Robinvale,3549,,
40405,Rochester,3561,,
40406,Rochester West,3561,,
40407,Rocklands,3401,,
40408,Rocklyn,3364,,
40409,Rocky Point,3377,,
40410,Rodborough,3465,,
40411,Rokeby,3821,,
40412,Rokewood,3330,,
40413,Rose River,3678,,
40414,Rosebrook,3285,,
40415,Rosedale,3847,,
40416,Rosewhite,3737,,
40417,Roslynmead,3564,,
40418,Rossbridge,3377,,
40419,Rostron,3381,,
40420,Rubicon,3712,,
40421,Ruby,3953,,
40422,Ruffy,3666,,
40423,Running Creek,3691,,
40424,Runnymede,3559,,
40425,Rupanyup,3388,,
40426,Rushworth,3612,,
40427,Russells Bridge,3331,,
40428,Rutherglen,3685,,
40429,Ryanston,3992,,
40430,Sailors Falls,3461,,
40431,Sailors Hill,3461,,
40432,Saint James,3727,,
40433,Sale,3850,,
40434,Sale,3853,,
40435,Sale East Raaf,3852,,
40436,Sale North,3850,,
40437,Salisbury West,3517,,
40438,Samaria,3673,,
40439,San Remo,3925,,
40440,Sandford,3312,,
40441,Sandhill Lake,3579,,
40442,Sandon,3462,,
40443,Sandy Creek,3695,,
40444,Sandy Point,3959,,
40445,Sarsfield,3875,,
40446,Sawmill Settlement,3723,,
40447,Scotts Creek,3267,,
40448,Sea Lake,3533,,
40449,Seacombe,3851,,
40450,Seaspray,3851,,
40451,Seaton,3858,,
40452,Seaview,3821,,
40453,Selwyn,3737,,
40454,Separation Creek,3221,,
40455,Serpentine,3517,,
40456,Serviceton,3420,,
40457,Seymour,3660,,
40458,Seymour,3661,,
40459,Seymour South,3660,,
40460,Shady Creek,3821,,
40461,Shallow Inlet,3960,,
40462,Shannonvale,3898,,
40463,Shays Flat,3384,,
40464,She Oaks,3331,,
40465,Sheans Creek,3666,,
40466,Sheep Hills,3392,,
40467,Shelbourne,3463,,
40468,Shelford,3329,,
40469,Shelley,3701,,
40470,Shepherds Flat,3461,,
40471,Shepparton East,3631,,
40472,Shepparton North,3631,,
40473,Shirley,3373,,
40474,Sidonia,3444,,
40475,Silverleaves,3922,,
40476,Simmie,3564,,
40477,Simpson,3266,,
40478,Simpsons Creek,3888,,
40479,Simson,3465,,
40480,Skenes Creek,3233,,
40481,Skenes Creek North,3233,,
40482,Skibo,3260,,
40483,Skinners Flat,3518,,
40484,Skipton,3361,,
40485,Slaty Creek,3478,,
40486,Smeaton,3364,,
40487,Smiths Beach,3922,,
40488,Smokeytown,3364,,
40489,Smoko,3741,,
40490,Snake Island,3971,,
40491,South Dudley,3995,,
40492,South Purrumbete,3260,,
40493,Southern Cross,3283,,
40494,Spargo Creek,3461,,
40495,Speed,3488,,
40496,Speewa,3585,,
40497,Spring Hill,3444,,
40498,Springfield,3544,,
40499,Springhurst,3682,,
40500,Springmount,3364,,
40501,St Arnaud,3478,,
40502,St Arnaud East,3478,,
40503,St Arnaud North,3478,,
40504,St Clair,3995,,
40505,St Germains,3620,,
40506,St Helens,3285,,
40507,St Helens Plains,3401,,
40508,St Leonards,3223,,
40509,Staceys Bridge,3971,,
40510,Staghorn Flat,3691,,
40511,Stanhope,3623,,
40512,Stanhope South,3623,,
40513,Stanley,3747,,
40514,Staughton Vale,3221,,
40515,Stavely,3379,,
40516,Stawell,3380,,
40517,Stawell West,3380,,
40518,Steiglitz,3331,,
40519,Stewarton,3725,,
40520,Stirling,3893,,
40521,Stockdale,3862,,
40522,Stockyard Hill,3373,,
40523,Stonehaven,3221,,
40524,Stoneleigh,3373,,
40525,Stony Creek,3371,,
40526,Stony Creek,3957,,
40527,Stonyford,3260,,
40528,Stradbroke,3851,,
40529,Strangways,3461,,
40530,Straten,3533,,
40531,Stratford,3862,,
40532,Strath Creek,3658,,
40533,Strathallan,3622,,
40534,Strathbogie,3666,,
40535,Strathdownie,3312,,
40536,Strathkellar,3301,,
40537,Strathlea,3364,,
40538,Strathmerton,3641,,
40539,Strzelecki,3950,,
40540,Stuart Mill,3478,,
40541,Sugarloaf,3221,,
40542,Sugarloaf Creek,3658,,
40543,Suggan Buggan,3885,,
40544,Summerfield,3570,,
40545,Summerlands,3922,,
40546,Sunday Creek,3658,,
40547,Sunderland Bay,3922,,
40548,Sunnycliffs,3496,,
40549,Sunset Strip,3922,,
40550,Surf Beach,3922,,
40551,Sutherland,3478,,
40552,Sutherlands Creek,3331,,
40553,Sutton,3530,,
40554,Sutton Grange,3448,,
40555,Swan Bay,3225,,
40556,Swan Hill,3585,,
40557,Swan Hill West,3585,,
40558,Swan Island,3225,,
40559,Swan Marsh,3249,,
40560,Swan Reach,3903,,
40561,Swanpool,3673,,
40562,Swanwater,3478,,
40563,Swanwater West,3480,,
40564,Swifts Creek,3896,,
40565,Sylvaterre,3575,,
40566,Tabberabbera,3875,,
40567,Tabilk,3607,,
40568,Tabor,3289,,
40569,Taggerty,3714,,
40570,Tahara,3301,,
40571,Tahara Bridge,3315,,
40572,Tahara West,3310,,
40573,Talbot,3371,,
40574,Talgarno,3691,,
40575,Tallandoon,3701,,
40576,Tallangatta,3700,,
40577,Tallangatta East,3700,,
40578,Tallangatta South,3701,,
40579,Tallangatta Valley,3701,,
40580,Tallarook,3659,,
40581,Tallygaroopna,3634,,
40582,Tambo Crossing,3893,,
40583,Tambo Upper,3885,,
40584,Tamboon,3890,,
40585,Tamboritha,3858,,
40586,Taminick,3675,,
40587,Tamleugh,3669,,
40588,Tamleugh North,3669,,
40589,Tandarook,3260,,
40590,Tandarra,3571,,
40591,Tangambalanga,3691,,
40592,Tanjil Bren,3833,,
40593,Tankerton,3921,,
40594,Tanwood,3478,,
40595,Tanybryn,3249,,
40596,Taradale,3447,,
40597,Tarcombe,3666,,
40598,Tarilta,3451,,
40599,Taripta,3620,,
40600,Tarnook,3670,,
40601,Taroon,3265,,
40602,Tarra Valley,3971,,
40603,Tarranyurk,3414,,
40604,Tarraville,3971,,
40605,Tarrawingee,3678,,
40606,Tarrayoukyan,3315,,
40607,Tarrengower,3463,,
40608,Tarrenlea,3315,,
40609,Tarrington,3301,,
40610,Tarrone,3283,,
40611,Tarwin,3956,,
40612,Tarwin Lower,3956,,
40613,Tatong,3673,,
40614,Tatura,3616,,
40615,Tatura East,3616,,
40616,Tatyoon,3378,,
40617,Tawonga,3697,,
40618,Tawonga South,3698,,
40619,Taylor Bay,3713,,
40620,Teal Point,3579,,
40621,Teddywaddy,3527,,
40622,Teddywaddy West,3527,,
40623,Teesdale,3328,,
40624,Telangatuk East,3401,,
40625,Telford,3730,,
40626,Telopea Downs,3420,,
40627,Tempy,3489,,
40628,Tenby Point,3984,,
40629,Tennyson,3572,,
40630,Terang,3264,,
40631,Terip Terip,3719,,
40632,Terrappee,3525,,
40633,Terrick Terrick,3575,,
40634,Terrick Terrick East,3573,,
40635,Tesbury,3260,,
40636,Tetoora Road,3821,,
40637,Thalia,3527,,
40638,The Cove,3268,,
40639,The Fingerboard,3864,,
40640,The Gurdies,3984,,
40641,The Heart,3851,,
40642,The Honeysuckles,3851,,
40643,The Settlement,3561,,
40644,The Sisters,3265,,
40645,Thologolong,3691,,
40646,Thoona,3726,,
40647,Thornton,3712,,
40648,Thorpdale,3835,,
40649,Thorpdale South,3824,,
40650,Thowgla Valley,3707,,
40651,Tidal River,3960,,
40652,Timbarra,3885,,
40653,Timboon,3268,,
40654,Timboon West,3268,,
40655,Timmering,3561,,
40656,Timor,3465,,
40657,Timor West,3465,,
40658,Tinamba,3859,,
40659,Tinamba West,3859,,
40660,Tintaldra,3708,,
40661,Tittybong,3542,,
40662,Tol Tol,3549,,
40663,Tolmie,3723,,
40664,Tom Groggin,3707,,
40665,Tongala,3621,,
40666,Tonghi Creek,3890,,
40667,Tongio,3896,,
40668,Tonimbuk,3815,,
40669,Tooan,3409,,
40670,Tooborac,3522,,
40671,Toolamba,3614,,
40672,Toolamba West,3614,,
40673,Toolome,3860,,
40674,Toolondo,3401,,
40675,Toolong,3285,,
40676,Toongabbie,3856,,
40677,Toora,3962,,
40678,Toora North,3962,,
40679,Toorloo Arm,3909,,
40680,Toorongo,3833,,
40681,Torquay,3228,,
40682,Torrita,3490,,
40683,Torrumbarry,3562,,
40684,Tostaree,3888,,
40685,Tottington,3478,,
40686,Tourello,3363,,
40687,Towan,3596,,
40688,Towaninny,3527,,
40689,Towaninny South,3527,,
40690,Tower Hill,3283,,
40691,Towong,3707,,
40692,Towong Upper,3707,,
40693,Trafalgar,3824,,
40694,Trafalgar East,3824,,
40695,Trafalgar South,3824,,
40696,Tragowel,3579,,
40697,Trawalla,3373,,
40698,Trawool,3660,,
40699,Traynors Lagoon,3478,,
40700,Trentham,3458,,
40701,Trentham East,3458,,
40702,Tresco,3583,,
40703,Tresco West,3584,,
40704,Trida,3953,,
40705,Tubbut,3888,,
40706,Tulkara,3478,,
40707,Tungamah,3728,,
40708,Turoar,3546,,
40709,Turriff East,3488,,
40710,Turtons Creek,3960,,
40711,Tutye,3490,,
40712,Tyaak,3658,,
40713,Tyenna,3533,,
40714,Tylden,3444,,
40715,Tylden South,3444,,
40716,Tynong,3813,,
40717,Tynong North,3813,,
40718,Tyntynder,3586,,
40719,Tyntynder South,3586,,
40720,Tyrendarra,3285,,
40721,Tyrendarra East,3285,,
40722,Tyrrell,3533,,
40723,Tyrrell Downs,3533,,
40724,Ullina,3370,,
40725,Ullswater,3318,,
40726,Ultima,3544,,
40727,Ultima East,3544,,
40728,Ulupna,3641,,
40729,Underbool,3509,,
40730,Uplands,3900,,
40731,Upotipotpon,3669,,
40732,Upper Gundowring,3691,,
40733,Upper Lurg,3673,,
40734,Upper Ryans Creek,3673,,
40735,Upton Hill,3664,,
40736,Valencia Creek,3860,,
40737,Vasey,3407,,
40738,Vaughan,3451,,
40739,Vectis,3401,,
40740,Ventnor,3922,,
40741,Venus Bay,3956,,
40742,Vervale,3814,,
40743,Vesper,3833,,
40744,Victoria Point,3294,,
40745,Victoria Valley,3294,,
40746,Vinifera,3591,,
40747,Violet Town,3669,,
40748,Vite Vite,3325,,
40749,Vite Vite North,3325,,
40750,W Tree,3885,,
40751,Waaia,3637,,
40752,Waarre,3269,,
40753,Wabonga,3678,,
40754,Waggarandall,3646,,
40755,Wahgunyah,3687,,
40756,Wahring,3608,,
40757,Wail,3401,,
40758,Wairewa,3887,,
40759,Waitchie,3544,,
40760,Wal Wal,3381,,
40761,Waldara,3678,,
40762,Walkerville,3956,,
40763,Walkerville South,3956,,
40764,Wallacedale,3303,,
40765,Wallagaraugh,3891,,
40766,Wallaloo,3381,,
40767,Wallaloo East,3381,,
40768,Wallington,3221,,
40769,Wallup,3401,,
40770,Walmer,3463,,
40771,Walpa,3875,,
40772,Walpeup,3507,,
40773,Walwa,3709,,
40774,Wanalta,3612,,
40775,Wandella,3579,,
40776,Wandiligong,3744,,
40777,Wando Bridge,3312,,
40778,Wando Vale,3312,,
40779,Wandown,3549,,
40780,Wangandary,3678,,
40781,Wangarabell,3891,,
40782,Wangaratta,3676,,
40783,Wangaratta,3677,,
40784,Wangaratta South,3678,,
40785,Wangaratta West,3677,,
40786,Wangie,3530,,
40787,Wangoom,3279,,
40788,Wannon,3301,,
40789,Waranga,3616,,
40790,Waratah Bay,3959,,
40791,Waratah North,3959,,
40792,Wareek,3465,,
40793,Wargan,3505,,
40794,Warmur,3482,,
40795,Warncoort,3243,,
40796,Warne,3530,,
40797,Warrabkook,3286,,
40798,Warracknabeal,3393,,
40799,Warragul South,3821,,
40800,Warragul West,3821,,
40801,Warrak,3377,,
40802,Warrayure,3301,,
40803,Warrenbayne,3670,,
40804,Warrenmang,3478,,
40805,Warrion,3249,,
40806,Warrnambool,3280,,
40807,Warrnambool East,3280,,
40808,Warrnambool West,3280,,
40809,Warrock,3312,,
40810,Warrong,3283,,
40811,Wartook,3401,,
40812,Watchem,3482,,
40813,Watchem West,3482,,
40814,Watchupga,3485,,
40815,Waterford,3862,,
40816,Waterford Park,3658,,
40817,Waterholes,3875,,
40818,Waterloo,3373,,
40819,Wattle Bank,3995,,
40820,Wattle Creek,3384,,
40821,Wattle Hill,3237,,
40822,Waygara,3888,,
40823,Wedderburn,3518,,
40824,Wedderburn Junction,3518,,
40825,Wee Wee Rup,3568,,
40826,Weeaproinah,3237,,
40827,Weeragua,3890,,
40828,Weering,3251,,
40829,Weerite,3260,,
40830,Wehla,3518,,
40831,Welshmans Reef,3462,,
40832,Welshpool,3966,,
40833,Wemen,3549,,
40834,Wensleydale,3241,,
40835,Werona,3364,,
40836,Werrimull,3496,,
40837,West Creek,3992,,
40838,West Wodonga,3690,,
40839,Westby,3579,,
40840,Whanregarwen,3714,,
40841,Wharparilla,3564,,
40842,Wheatsheaf,3461,,
40843,Whirily,3483,,
40844,Whiteheads Creek,3660,,
40845,Whitelaw,3950,,
40846,Whitfield,3733,,
40847,Whitlands,3678,,
40848,Whoorel,3243,,
40849,Whorouly,3735,,
40850,Whorouly East,3735,,
40851,Whorouly South,3735,,
40852,Whroo,3612,,
40853,Wickliffe,3379,,
40854,Wilby,3728,,
40855,Wild Dog Valley,3953,,
40856,Wilkur,3393,,
40857,Willangie,3485,,
40858,Willatook,3283,,
40859,Willaura,3379,,
40860,Willaura North,3379,,
40861,Willenabrina,3393,,
40862,Willowvale,3360,,
40863,Willung,3847,,
40864,Willung South,3847,,
40865,Wilsons Hill,3515,,
40866,Wilsons Promontory,3960,,
40867,Wimbledon Heights,3922,,
40868,Winchelsea,3241,,
40869,Winchelsea South,3241,,
40870,Wingan River,3891,,
40871,Wingeel,3321,,
40872,Winjallok,3380,,
40873,Winlaton,3585,,
40874,Winnambool,3546,,
40875,Winnap,3304,,
40876,Winnindoo,3858,,
40877,Winslow,3281,,
40878,Winton,3673,,
40879,Winton North,3673,,
40880,Wirrate,3608,,
40881,Wiseleigh,3885,,
40882,Wodonga,3689,,
40883,Wodonga,3690,,
40884,Wodonga Plaza,3690,,
40885,Wombat Creek,3888,,
40886,Wombelano,3409,,
40887,Won Wron,3971,,
40888,Wonga,3960,,
40889,Wongarra,3221,,
40890,Wongungarra,3862,,
40891,Wonnangatta,3737,,
40892,Wonthaggi,3995,,
40893,Wonwondah,3401,,
40894,Wonyip,3962,,
40895,Wood Wood,3596,,
40896,Woodfield,3715,,
40897,Woodford,3281,,
40898,Woodglen,3875,,
40899,Woodhouse,3294,,
40900,Woodleigh,3945,,
40901,Woods Point,3723,,
40902,Woodside,3874,,
40903,Woodside Beach,3874,,
40904,Woodside North,3874,,
40905,Woodstock West,3463,,
40906,Woohlpooer,3314,,
40907,Wool Wool,3249,,
40908,Woolamai,3995,,
40909,Woolenook,3860,,
40910,Woolshed,3747,,
40911,Woolshed Flat,3518,,
40912,Woolsthorpe,3276,,
40913,Woomelang,3485,,
40914,Wooragee,3747,,
40915,Woorarra,3962,,
40916,Woorarra East,3962,,
40917,Woorarra West,3960,,
40918,Woorinen,3589,,
40919,Woorinen North,3589,,
40920,Woorinen South,3588,,
40921,Woorndoo,3272,,
40922,Wooroonook,3525,,
40923,Woosang,3518,,
40924,Wootong Vale,3315,,
40925,Worrowing,3858,,
40926,Wrathung,3860,,
40927,Wrixon,3860,,
40928,Wroxham,3891,,
40929,Wuk Wuk,3875,,
40930,Wulgulmerang,3885,,
40931,Wulgulmerang East,3885,,
40932,Wulgulmerang West,3885,,
40933,Wunghnu,3635,,
40934,Wurdiboluc,3241,,
40935,Wurruk,3850,,
40936,Wy Yung,3875,,
40937,Wycheproof,3527,,
40938,Wycheproof South,3527,,
40939,Wychitella,3525,,
40940,Wychitella North,3525,,
40941,Wye River,3221,,
40942,Wyelangta,3237,,
40943,Wyuna,3620,,
40944,Wyuna East,3620,,
40945,Yaapeet,3424,,
40946,Yabba North,3646,,
40947,Yabba South,3646,,
40948,Yackandandah,3749,,
40949,Yalca,3637,,
40950,Yalla-y-poora,3378,,
40951,Yalmy,3885,,
40952,Yambuk,3285,,
40953,Yambuna,3621,,
40954,Yanac,3418,,
40955,Yanakie,3960,,
40956,Yando,3537,,
40957,Yandoit,3461,,
40958,Yandoit Hills,3461,,
